2012-03-13,132.1
2012-03-14,131.55
2012-03-15,130.7
2012-03-16,129.875
2012-03-19,129.4
2012-03-20,128.7
2012-03-21,128.9
2012-03-22,129.0
2012-03-23,128.375
2012-03-26,128.65
2012-03-27,129.475
2012-03-28,128.5
2012-03-29,126.725
2012-03-30,125.6
2012-04-02,126.25
2012-04-03,125.25
2012-04-04,123.45
2012-04-05,123.975
2012-04-09,124.15
2012-04-10,123.3
2012-04-11,124.45
2012-04-12,126.375
2012-04-13,125.1
2012-04-16,125.0
2012-04-17,125.225
2012-04-18,123.95
2012-04-19,124.5
2012-04-20,124.6
2012-04-23,124.45
2012-04-24,121.45
2012-04-25,121.85
2012-04-26,120.525
2012-04-27,120.725
2012-04-30,121.15
2012-05-01,121.65
2012-05-02,121.425
2012-05-03,123.95
2012-05-04,123.8
2012-05-07,124.815
2012-05-08,124.92
2012-05-09,125.995
2012-05-10,125.895
2012-05-11,125.5
2012-05-14,125.75
2012-05-15,126.125
2012-05-16,126.825
2012-05-17,127.45
2012-05-18,128.6
2012-05-21,127.775
2012-05-22,128.0
2012-05-23,127.175
2012-05-24,127.45
2012-05-25,126.8
2012-05-29,127.0
2012-05-30,125.675
2012-05-31,126.5
2012-06-01,127.3
2012-06-04,127.65
2012-06-05,127.15
2012-06-06,127.325
2012-06-07,128.475
2012-06-08,128.625
2012-06-11,128.6
2012-06-12,128.275
2012-06-13,126.175
2012-06-14,124.7
2012-06-15,124.2
2012-06-18,125.075
2012-06-19,125.1
2012-06-20,125.0
2012-06-21,124.35
2012-06-22,124.625
2012-06-25,123.8
2012-06-26,123.15
2012-06-27,124.625
2012-06-28,126.45
2012-06-29,127.4
2012-07-02,126.85
2012-07-03,127.425
2012-07-05,127.15
2012-07-06,127.85
2012-07-09,128.155
2012-07-10,128.145
2012-07-11,127.795
2012-07-12,127.835
2012-07-13,128.45
2012-07-16,128.275
2012-07-17,127.875
2012-07-18,130.775
2012-07-19,131.05
2012-07-20,128.6
2012-07-23,129.25
2012-07-24,129.4
2012-07-25,129.25
2012-07-26,129.825
2012-07-27,131.8
2012-07-30,132.175
2012-07-31,131.275
2012-08-01,130.55
2012-08-02,131.025
2012-08-03,130.45
2012-08-06,130.475
2012-08-07,130.45
2012-08-08,131.4
2012-08-09,131.35
2012-08-10,131.0
2012-08-13,131.675
2012-08-14,131.8
2012-08-15,131.775
2012-08-16,131.45
2012-08-17,131.675
2012-08-20,132.1
2012-08-21,131.775
2012-08-22,131.35
2012-08-23,132.25
2012-08-24,131.7
2012-08-27,131.05
2012-08-28,131.25
2012-08-29,132.25
2012-08-30,132.15
2012-08-31,132.25
2012-09-04,132.7
2012-09-05,132.5
2012-09-06,132.725
2012-09-07,132.675
2012-09-10,133.025
2012-09-11,133.995
2012-09-12,135.075
2012-09-13,135.59
2012-09-14,136.475
2012-09-17,135.65
2012-09-18,135.725
2012-09-19,136.125
2012-09-20,135.6
2012-09-21,135.725
2012-09-24,135.425
2012-09-25,133.025
2012-09-26,132.7
2012-09-27,132.9
2012-09-28,132.525
2012-10-01,133.575
2012-10-02,133.9
2012-10-03,133.725
2012-10-04,133.35
2012-10-05,133.175
2012-10-08,133.05
2012-10-09,133.525
2012-10-10,133.475
2012-10-11,133.725
2012-10-12,133.3
2012-10-15,133.4
2012-10-16,133.925
2012-10-17,134.675
2012-10-18,135.275
2012-10-19,134.775
2012-10-22,134.95
2012-10-23,134.75
2012-10-24,134.825
2012-10-25,133.725
2012-10-26,133.4
2012-10-29,133.425
2012-10-30,133.95
2012-10-31,133.975
2012-11-01,133.425
2012-11-02,133.375
2012-11-05,133.075
2012-11-06,133.275
2012-11-07,131.945
2012-11-08,131.5
2012-11-09,130.95
2012-11-12,130.03
2012-11-13,129.775
2012-11-14,129.125
2012-11-15,129.475
2012-11-16,129.975
2012-11-19,130.175
2012-11-20,130.775
2012-11-21,131.675
2012-11-23,132.275
2012-11-26,131.925
2012-11-27,131.925
2012-11-28,131.375
2012-11-29,131.925
2012-11-30,130.775
2012-12-03,131.4
2012-12-04,130.725
2012-12-05,130.925
2012-12-06,131.2
2012-12-07,130.65
2012-12-10,130.2
2012-12-11,131.575
2012-12-12,131.675
2012-12-13,131.45
2012-12-14,132.4
2012-12-17,133.25
2012-12-18,132.425
2012-12-19,133.05
2012-12-20,132.325
2012-12-21,132.425
2012-12-24,131.775
2012-12-26,131.825
2012-12-27,131.425
2012-12-28,131.925
2012-12-31,130.75
2013-01-02,131.2
2013-01-03,132.125
2013-01-04,131.925
2013-01-07,131.875
2013-01-08,131.315
2013-01-09,130.435
2013-01-10,130.315
2013-01-11,129.76
2013-01-14,129.9
2013-01-15,129.475
2013-01-16,127.75
2013-01-17,126.675
2013-01-18,126.525
2013-01-22,127.325
2013-01-23,127.525
2013-01-24,127.75
2013-01-25,127.25
2013-01-28,129.325
2013-01-29,129.075
2013-01-30,129.25
2013-01-31,129.325
2013-02-01,128.675
2013-02-04,128.9
2013-02-05,128.875
2013-02-06,128.125
2013-02-07,127.6
2013-02-08,126.475
2013-02-11,126.425
2013-02-12,126.125
2013-02-13,125.275
2013-02-14,126.05
2013-02-15,126.725
2013-02-19,126.6
2013-02-20,125.525
2013-02-21,125.15
2013-02-22,125.35
2013-02-25,125.275
2013-02-26,125.55
2013-02-27,125.55
2013-02-28,125.75
2013-03-01,125.725
2013-03-04,125.925
2013-03-05,125.15
2013-03-06,124.8
2013-03-07,126.075
2013-03-08,125.955
2013-03-11,127.155
2013-03-12,128.535
2013-03-13,128.85
2013-03-14,128.5
